id,identifier,name,course_type,credit,period,instructor,college,major,note
81248,20183017021,智能车制作与调试,公共基础选修,3,48,专祥涛,电气与自动化学院,,
81247,20183002009,英语会话(一),专业教育选修,2,32,Andrew Capuano,外国语言文学学院,英语,国际课程
81246,20183005003,“一带一路”地区文化与经济发展模式比较,通识教育选修,2,32,刘威,经济与管理学院,,
81245,20183047018,计算机基础,通识教育选修,2,32,熊素萍,计算中心,,
81244,20183002007,语言测试与评估,专业教育选修,2,32,Ying Zheng,外国语言文学学院,英语,国际课程
81243,20183067008,疫苗与健康,通识教育选修,2,32,刘万红,基础医学院,,
81242,20183019008,写生实习,专业教育必修,1,0,杨青,城市设计学院,设计学类,
81241,20183047020,计算机基础,通识教育选修,2,32,刘?,计算中心,,
81240,20183027008,创新创业指导课（一）,专业教育选修,0.5,0,陈子林,药学院,药学类,国际课程，Professor Igor CLAROT，Doctor Ariane Boudier
81239,20183027009,实习实训（一）,专业教育选修,2,0,何敬胜,药学院,药学类,
81238,20183061002,社会调查实习三,专业教育必修,4,0,贺雪峰,社会学系,社会学,
81237,20183107004,文学与写作,通识教育选修,2,32,Lily Hoang,本科生院,,讨论课：周二6-7节1区6-303；周四6-7节6-303
81236,20183038005,性与健康,通识教育选修,2,32,朱俊勇,第一临床学院,,
81235,20183005006,管理学,专业教育必修,3,48,龚丽敏,经济与管理学院,经济学类,
81234,20183067011,三 早期接触临床,专业教育选修,1,0,韩莉,基础医学院,临床医学(5+3),"第一周理论+实验,第二周临床见习,详见教学日历"
81233,20183047001,C语言程序设计,公共基础必修,2,32,杨先娣,计算中心,理科试验班类,
81232,20183021001,大数据分析与处理,专业教育选修,2,32,钟鸣,计算机学院,理科试验班类,
81231,20183103017,IOS移动程序设计,公共基础选修,2,24,赵小刚,训创中心,,上课地点:训创中心侧面二楼iOS俱乐部(Apple店楼上
81230,20183047021,计算机基础,通识教育选修,2,32,何扬帆,计算中心,,
81229,20183034010,创新思维学,通识教育选修,2,32,石超明,政治与公共管理学院,,
81228,20183042002,中国共产党思想政治教育史,专业教育必修,3,32,史姗姗,马克思主义学院,思想政治教育,
81227,20183004011,生物医学信息学概论,专业教育选修,1,16,卢龙,信息管理学院,社会科学试验班（信息管理类）,
81226,20183047003,C语言程序设计,公共基础必修,2,32,罗云芳,计算中心,理科试验班类,
81225,20183107022,绿色转型,通识教育选修,2,32,Peter Yang,本科生院,,讨论课：周二8-9节1区6-101；周四8-9节1区6-302
81224,20183047009,Python语言程序设计③,公共基础选修,2,32,高建华,计算中心,人文科学试验班,
81223,20183034007,当代世界经济与政治,通识教育选修,2,32,刘早荣,政治与公共管理学院,,
81222,20183004013,创业论坛,通识教育选修,2,32,张敏,信息管理学院,,
81221,20183021026,专业认识实习,专业教育选修,1,0,高戈,计算机学院,计算机科学与技术(卓越工程师),联合企业授课，具体由任课教师安排
81220,20183034006,新时代中国特色大国外交与国际关系,通识教育选修,2,32,赵嵘,政治与公共管理学院,,
81219,20183004012,数字商务与创业,通识教育选修,2,32,张李义,信息管理学院,,
81218,20183022023,图像处理与机器视觉,专业教育必修,2,0,Reinhard Klette,电子信息学院,电子信息工程,国际课程
81217,20183029001,唐代碑石与文化,通识教育选修,2,0,黄楼,历史学院,,
81216,20183005011,企业家论坛(创),专业教育选修,2,32,温兴琦,经济与管理学院,工商管理类,教室地点：经管院B251
81215,20183107017,社会性与性别论,通识教育选修,2,32,Ousmane Power-Greene,本科生院,,讨论课：周二8-9节1区6-301；周四8-9节1区6-301
81214,20183013030,人源细胞组织来源鉴定方法的建立,公共基础选修,2,0,沈超,生命科学学院,生物科学,竞赛
81213,20183064003,机械制图实践3,专业教育选修,2,0,彭正洪,工程图学中心,工科试验班（动力与机械类）,动机3班-5教402绘图教室
81212,20183038003,女性健康管理,通识教育选修,1,16,程艳香,第一临床学院,,
81211,20183022016,前沿技术讲座,专业教育选修,1,0,易帆,电子信息学院,电子信息类,
81210,20183022017,工程训练（电子工程综合实践）三,专业教育选修,1,0,代永红,电子信息学院,电子信息类,实验中心205室
81209,20183022014,MATLAB基础,专业教育选修,1,0,尹凡,电子信息学院,电子信息类,实验中心303室
81208,20183014003,西方美术鉴赏,通识教育选修,2,0,阮晴,资源与环境科学学院,,
81207,20183022002,光科技在现代社会中的应用,通识教育选修,2,0,周辉,电子信息学院,,
81206,20183021030,数字逻辑与数字电路设计,专业教育必修,1,0,肖忠付,计算机学院,计算机科学与技术,计算机实验室A202上课
81205,20183067007,旅行生活与寄生虫病,通识教育选修,2,32,蔡国斌,基础医学院,,
81204,20183005010,职业生涯规划与设计,通识教育选修,2,32,叶晓倩,经济与管理学院,,
81203,20183064002,机械制图实践3,专业教育选修,2,0,刘丽萍,工程图学中心,工科试验班（动力与机械类）,动机2班-5教402绘图教室
81202,20183004009,现代管理学,通识教育选修,2,32,胡吉明,信息管理学院,,
81201,20183047022,C语言程序设计,公共基础选修,2,36,蒋华,计算中心,,
81200,20183047024,Excel VBA程序设计,公共基础选修,2,36,刘?,计算中心,,
81199,20183021033,互联网创新创业实践,通识教育选修,2,32,黄建忠,计算机学院,,计算机学院A301实验室
81198,20183045009,信息时代的信息素养教育,通识教育选修,2,32,滕冲,国家网络安全学院,,
81197,20183103011,工程训练C1,公共基础选修,1,0,宋崇杰,训创中心,,上课地点：训创中心报告厅
81196,20183005005,现代管理者技能与艺术,通识教育选修,2,32,温兴琦,经济与管理学院,,
81195,20183047029,多媒体技术与虚拟现实,通识教育选修,2,32,刘英,计算中心,,
81194,20183047025,Excel VBA程序设计,公共基础选修,2,36,刘?,计算中心,,
81193,20183107021,欧洲十九世纪艺术,通识教育选修,2,32,David O’Brien,本科生院,,讨论课：周二8-9节1区6-305；周四8-9节1区6-305
81192,20183019022,中国村落文化景观,通识教育选修,2,32,徐轩轩,城市设计学院,,
81191,20183021027,初级项目实践,专业教育必修,1,0,马于涛,计算机学院,软件工程,联合企业授课，具体由任课教师安排
81190,20183067006,科学研究中的伦理与道德,通识教育选修,1,0,朱帆,基础医学院,,
81189,20183019021,西方建筑与艺术,通识教育选修,2,32,童乔慧,城市设计学院,,
81188,20183031004,书法篆刻,专业教育选修,2,32,肖毅,文学院,中国语言文学类,
81187,20183012005,高分子工程（三）,专业教育选修,2,32,钟振林,化学与分子科学学院,化学类,
81186,20183018029,能源化学工程前沿技术创3,专业教育选修,1.5,24,定明月,动力与机械学院,工科试验班（动力与机械类）,
81185,20183019024,建筑与城市认识实习,专业教育必修,1,0,阮宇翔,城市设计学院,建筑类,熊燕
81184,20183021013,数字逻辑与数字电路设计,专业教育必修,1,0,李宗福,计算机学院,计算机科学与技术,计算机实验室A202上课
81183,20183031001,中国文学简史,通识教育选修,2,32,胡春润,文学院,,
81182,20183064009,专业结构图示表达,公共基础选修,2.5,32,夏唯,工程图学中心,,成图赛土木队4-208教室
81181,20183064005,数字化专业三维设计表达,公共基础选修,3.5,48,刘永,工程图学中心,,成图赛土木队4-208教室
81180,20183032001,戏曲审美导论,通识教育选修,2,32,易栋,艺术学院,,
81179,20183022028,工程训练（电子工程综合实践）三,专业教育选修,1,0,陈健,电子信息学院,电子信息类,实验中心205室
81178,20183022036,MATLAB基础,专业教育选修,1,0,周军,电子信息学院,电子信息类,实验中心304室
81177,20183047005,C语言程序设计,公共基础必修,2,32,黄文斌,计算中心,数学与应用数学,
81176,20183021002,大数据分析与处理,专业教育选修,2,32,钟鸣,计算机学院,数学与应用数学,
81175,20183035885,专业前沿讲座,专业教育选修,2,32,外教1,印刷与包装系,轻工类,外籍专家、国内专家共4人
81174,20183022010,机器人概论,通识教育选修,2,32,许贤泽,电子信息学院,,
81173,20183034008,国际关系视角下的国际法,通识教育选修,2,32,周晓明,政治与公共管理学院,,
81172,20183031010,三笔字?毛笔、钢笔与粉笔,专业教育选修,2,0,王统尚,文学院,中国语言文学类,请安排200座的大教室，方便练习
81171,20183013002,生物学野外综合实习,专业教育必修,2,0,汪小凡,生命科学学院,生物科学类,
81170,20183103010,机械手工作品设计与制作,通识教育选修,2,8,王爱华,训创中心,,上课地点：训创中心报告厅
81169,20183032002,贝多芬经典作品赏析,通识教育选修,2,32,胡壮利,艺术学院,,
81168,20183067009,三 早期接触临床,专业教育选修,1,0,韩莉,基础医学院,临床医学（八）,"第一周理论+实验,第二周临床见习,详见教学日历"
81167,20183021023,计算机前沿理论1,专业教育选修,1,16,傅佑铭,计算机学院,计算机科学与技术,联合企业授课，具体由任课教师安排
81166,20183021015,数字逻辑与数字电路设计,专业教育必修,1,0,肖忠付,计算机学院,计算机科学与技术,计算机实验室A202上课
81165,20183040002,体育旅游,通识教育选修,2,32,张力,体育部,,
81164,20183035003,数字媒体技术基础,通识教育选修,2,0,刘全香,印刷与包装系,,
81163,20183038002,肿瘤离我们有多远,通识教育选修,2,32,宋启斌,第一临床学院,,
81162,20183020012,工程建设与环境协调,通识教育选修,1,16,邹勇,土木建筑工程学院,,
81161,20183020011,道路桥梁工程导论,通识教育选修,2,32,王书法,土木建筑工程学院,,
81160,20183016009,中国水利史,通识教育选修,2,32,王红,水利水电学院,,
81159,20183062305,俄罗斯历史,通识教育选修,2,32,牟沫英,中国边界与海洋研究院,,
81158,20183031008,书法艺术与汉字变迁,通识教育选修,2,32,王统尚,文学院,,
81157,20183002010,英语会话(二),专业教育选修,2,32,Jessamine Perez Pher,外国语言文学学院,英语,国际课程
81156,20183002006,苏格兰文学研读,专业教育选修,2,32,Alison Lumsden,外国语言文学学院,英语,国际课程
81155,20183031007,《诗经》导读,通识教育选修,2,32,曹建国,文学院,,
81154,20183038004,中医养生概要,通识教育选修,1,16,宋恩峰,第一临床学院,,
81153,20183067012,三 早期接触临床,专业教育选修,1,0,韩莉,基础医学院,临床医学类（五）,"第一周理论+实验,第二周临床见习,详见教学日历"
81152,20183022001,宇宙新概念,通识教育选修,2,0,赵江南,电子信息学院,,
81151,20183020014,认识实习（三）,专业教育必修,0.5,0,万臻,土木建筑工程学院,土木工程（卓越班）,1周，6.23--6.29
81150,20183080284,大学生职业规划与就业,公共选修,1,0,王少雄,就业指导中心,,
81149,20182038516,儿科实习,专业必修,3,0,黄星原,第一临床学院,临床医学（五）,武汉大学人民医院
81148,20182038512,妇产科实习,专业必修,4,0,杨菁,第一临床学院,临床医学（五）,武汉大学人民医院
81147,20182038503,内科实习,专业必修,7,0,江洪,第一临床学院,临床医学（五）,武汉大学人民医院
81146,20182038509,外科实习,专业必修,7,0,刘修恒,第一临床学院,临床医学（5+3）,武汉大学人民医院
81145,20182038506,内科实习,专业必修,7,0,江洪,第一临床学院,临床医学（5+3）,武汉大学人民医院
81144,20183042489,社会工作与青年工作,专业必修,2,36,代茜,马克思主义学院,思想政治教育（双学位）,
81143,20183042944,科学社会主义概论,专业必修,3,48,简繁,马克思主义学院,思想政治教育（双学位）,1-2周为实践教学
81142,20183042942,习近平总书记治国理政战略思想专题,专业必修,3,48,佘双好,马克思主义学院,思想政治教育（双学位）,1-2周为实践教学
81141,20183042940,马克思主义政治经济学,专业必修,3,48,杨虹,马克思主义学院,思想政治教育（双学位）,1-2周为实践教学
81140,20183042939,马克思主义经典著作选读,专业必修,3,48,张乾元,马克思主义学院,思想政治教育（双学位）,1-2周为实践教学
81139,20182101206,形势与政策2,公共必修,0.5,8,,形势与政策教育中心,口腔医学（5+3）,
81138,20183017924,电机学（下）,专业必修,3,48,宫金武,电气与自动化学院,电气工程及其自动化,重修班，仅限重修学生选课
81137,20183039241,科研中期报告,专业必修,3,0,曾宪涛,第二临床学院,临床医学（八）,
81136,20183025010,学术与研究1,专业必修,2,32,乐江,医学院,临床医学（八）,
81135,20183010006,短课程1,专业选修,1,12,王克磊,数学与统计学院,数学基地班,
81134,20182101205,形势与政策2,公共必修,0.5,8,,形势与政策教育中心,口腔医学(八),
81133,20183037001,护理创新与创业,公共选修,2,0,张青,护理学院,,
81132,20182003118,媒介研究方法,专业必修,3,0,吴世文,新闻与传播学院,,
81131,20182040659,大众体育（高级）,公共必修,1,0,关倩,体育部,,高水平运动队
81130,20183017926,工程电磁场及高压电器综合实验,专业必修,0.5,0,杜志叶,电气与自动化学院,电气工程及其自动化,张亚东
81129,20183025351,基础综合考试,专业必修,0.5,0,韩莉,医学院,临床医学（五）,
81128,20183017923,模拟电子技术,专业必修,3,48,张志毅,电气与自动化学院,电气工程及其自动化,重修班，仅限重修学生选课
81127,20183016016,泵站课程设计,专业必修,0.5,0,刘德祥,水利水电学院,农业水利工程,1.5周
81126,20183005014,保险精算基础,专业必修,3,54,李伶俐,经济与管理学院,保险学,
81125,20183014300,健康地理学（三）,专业选修,1,8,苏世亮,资源与环境科学学院,地理信息科学,全英文/国际课程，美国路易斯安娜州立大学王法辉
81124,20172101146,形势与政策,公共必修,2,0,雷起宏,形势与政策教育中心,,
81123,ck20182002023,普通语言学,专业必修,3,0,左广明,外国语言文学学院,,
81122,20172101148,形势与政策,公共必修,2,0,雷起宏,形势与政策教育中心,,
81121,20172101147,形势与政策,公共必修,2,0,雷起宏,形势与政策教育中心,,
81120,20182002149,法语写作,专业必修,2,0,杨铖,外国语言文学学院,,
81119,20182002148,法语视听说（高）,专业必修,2,0,杨铖,外国语言文学学院,,
81118,20182002147,中级法语（2）,专业必修,6,0,杨铖,外国语言文学学院,,
81117,20182003120,媒介研究方法,专业必修,3,0,吴世文,新闻与传播学院,,
81116,20172101149,形势与政策,公共必修,2,0,雷起宏,形势与政策教育中心,,
81115,20182029088,欧洲文化史专题,专业选修,1,18,熊芳芳,历史学院,世界史,
81114,20172101168,形势与政策,公共必修,2,0,雷起宏,形势与政策教育中心,,
81113,20172101152,形势与政策,公共必修,2,0,雷起宏,形势与政策教育中心,,
81112,20172101151,形势与政策,公共必修,2,0,雷起宏,形势与政策教育中心,,
81111,20172101151,形势与政策,公共必修,2,0,雷起宏,形势与政策教育中心,,
81110,20183005009,商业大数据分析与因果推断,专业选修,2,32,高宝俊,经济与管理学院,经济学类,经管院实验中心A422-2
81109,20182021359,电路与电子技术实验,专业必修,0.5,0,陈辉,计算机学院,,
81108,20142026033,口腔正畸学,专业必修,2.5,0,贺红,口腔医学院,,
81107,20142026030,预防口腔医学,专业必修,2.5,0,杜民权,口腔医学院,,
81106,20142026027,口腔粘膜病学,专业必修,1,0,周刚,口腔医学院,,
81105,20142026010,口腔颌面医学影像诊断学,专业必修,2,0,李波,口腔医学院,,
81104,20142026024,牙周病学,专业必修,1.5,0,曹正国,口腔医学院,,
81103,20142026015,口腔临床药物学,专业选修,0.5,0,尚姝环,口腔医学院,,
81102,20132039052,外科学,专业必修,3,0,刘志苏,第二临床学院,,
81101,20132039062,医学心理学,专业选修,1.5,0,张晓琴,第二临床学院,,
81100,20132039042,皮肤病与性病学,专业选修,2,0,宋继权,第二临床学院,,
81099,20132039057,外科学实验,专业必修,0.5,0,刘志苏,第二临床学院,,
81098,20132039057,外科学实验,专业必修,0.5,0,刘志苏,第二临床学院,,
81097,20132039039,内科学实验,专业必修,0.5,0,朱尤庆,第二临床学院,,
81096,20132039039,内科学实验,专业必修,0.5,0,朱尤庆,第二临床学院,,
81095,20132039033,内科学,专业必修,3.5,0,朱尤庆,第二临床学院,,
81094,20132039033,内科学,专业必修,3.5,0,朱尤庆,第二临床学院,,
81093,20132039135,急救医学,专业选修,1,0,赵剡,第二临床学院,,
81092,20132039135,急救医学,专业选修,1,0,赵剡,第二临床学院,,
81091,20131028029,流行病学,专业选修,1,0,燕虹,公共卫生学院,,
81090,20131028029,流行病学,专业选修,1,0,燕虹,公共卫生学院,,
81089,20131039056,诊断学,专业必修,2,0,夏冰,第二临床学院,,
81088,20131039056,诊断学,专业必修,2,0,夏冰,第二临床学院,,
81087,20131026004,口语与听力3,专业必修,3,0,赵怡芳,口腔医学院,,
81086,20131026004,口语与听力3,专业必修,3,0,赵怡芳,口腔医学院,,
81085,20131039052,诊断学实验,专业必修,0.5,0,夏冰,第二临床学院,,
81084,20131026020,医学法学,专业选修,1,0,石超明,口腔医学院,,
81083,20131025063,医学遗传学,专业选修,1.5,0,钟山,医学院,,
81082,20122058008,医学伦理学,专业选修,1.5,0,杨建兵,公共政治教学,,
81081,20121025098,机能学实验（一）,专业必修,1,0,万瑜,医学院,,
81080,20121025010,生物化学,专业必修,3.5,0,喻红,医学院,,
81079,20121025059,生物化学实验,专业必修,1,0,喻红,医学院,,
81078,20121025017,生理学,专业必修,3.5,0,万瑜,医学院,,
81077,20121025144,微生物学,专业选修,3,0,朱帆,医学院,,
81076,20121025075,医学免疫学,专业必修,2.5,0,张秋萍,医学院,,
81075,20112025069,组织学与胚胎学,专业选修,2.5,0,孟运莲,医学院,,
81074,20112025015,细胞生物学,专业选修,2,0,钟山,医学院,,
81073,20112055357,大学英语2,公共必修,3,0,王萍,大学英语部,,
81072,20112026007,口腔医学导论,专业选修,1,0,赵怡芳,口腔医学院,,
81071,20152026026,口腔专业生产实习,专业必修,25,0,台保军,口腔医学院,,
81070,20152026029,文献综述,专业选修,2,0,台保军,口腔医学院,,
81069,20142026007,口腔组织病理学,专业必修,3,0,张佳莉,口腔医学院,,
81068,20142026021,口腔修复学,专业必修,4.5,0,王贻宁,口腔医学院,,
81067,20142026018,口腔颌面外科学,专业必修,4,0,李祖兵,口腔医学院,,
81066,20141026011,牙体牙髓病学,专业必修,2.5,0,彭彬,口腔医学院,,
81065,20141026008,口腔材料学,专业必修,2,0,肖群,口腔医学院,,
81064,20141026005,口腔生物学,专业必修,2,0,贾荣,口腔医学院,,
81063,20141026014,儿童口腔医学,专业必修,1,0,宋光泰,口腔医学院,,
81062,20132028019,循证医学,专业选修,2,0,郭毅,公共卫生学院,,
81061,20132026003,专业英语,专业必修,3,0,郭继华,口腔医学院,,
81060,20132028015,社会医学,专业选修,1,0,毛宗福,公共卫生学院,,
81059,20132028015,社会医学,专业选修,1,0,毛宗福,公共卫生学院,,
81058,20132039012,耳鼻喉科学,专业选修,2,0,周绪红,第二临床学院,,
81057,20132039012,耳鼻喉科学,专业选修,2,0,周绪红,第二临床学院,,
81056,20132039047,神经病学,专业选修,2,0,章军建,第二临床学院,,
81055,20132039047,神经病学,专业选修,2,0,章军建,第二临床学院,,
81054,20131012013,材料化学,专业选修,2,0,贺枫,化学与分子科学学院,,
81053,20131012013,材料化学,专业选修,2,0,贺枫,化学与分子科学学院,,
81052,20131039058,外科学总论,专业必修,2.5,0,刘志苏,第二临床学院,,
81051,20131039058,外科学总论,专业必修,2.5,0,刘志苏,第二临床学院,,
81050,20131025070,口腔解剖生理学,专业必修,3.5,0,戴冀斌,医学院,,
81049,20131025070,口腔解剖生理学,专业必修,3.5,0,戴冀斌,医学院,,
81048,20131059012,仪器分析,专业选修,5,0,王红,公共化学教学,,
81047,20131059012,仪器分析,专业选修,5,0,王红,公共化学教学,,
81046,20122025015,分子生物学,专业选修,4,0,喻红,医学院,,
81045,20122025015,分子生物学,专业选修,4,0,喻红,医学院,,
81044,20122025086,学术与研究1,专业必修,2,0,乐江,医学院,,
81043,20122025086,学术与研究1,专业必修,2,0,乐江,医学院,,
81042,20122028037,卫生学实验,专业选修,0.5,0,毕勇毅,公共卫生学院,,
81041,20122028037,卫生学实验,专业选修,0.5,0,毕勇毅,公共卫生学院,,
81040,20122025047,药理学,专业必修,3.5,0,汪晖,医学院,,
81039,20122025039,病理学实验,专业选修,0.5,0,刁路明,医学院,,
81038,20122025039,病理学实验,专业选修,0.5,0,刁路明,医学院,,
81037,20122028020,卫生学,专业选修,1.5,0,毕勇毅,公共卫生学院,,
81036,20122028020,卫生学,专业选修,1.5,0,毕勇毅,公共卫生学院,,
81035,20122025067,机能学实验（二）,专业必修,1,0,汪晖,医学院,,
81034,20122025067,机能学实验（二）,专业必修,1,0,汪晖,医学院,,
81033,20122025036,病理学,专业选修,2.5,0,刁路明,医学院,,
81032,20122025036,病理学,专业选修,2.5,0,刁路明,医学院,,
81031,20122025033,病理生理学,专业选修,2,0,何小华,医学院,,
81030,20122025033,病理生理学,专业选修,2,0,何小华,医学院,,
81029,20122028029,医学统计学,专业选修,2,0,马露,公共卫生学院,,
81028,20122026003,口语与听力2,专业必修,3,0,赵怡芳,口腔医学院,,
81027,20122026003,口语与听力2,专业必修,3,0,赵怡芳,口腔医学院,,
81026,20122025025,医学微生物学,专业必修,2,0,刘东瀛,医学院,,
81025,20122025025,医学微生物学,专业必修,2,0,刘东瀛,医学院,,
81024,20121055131,大学英语3,公共必修,3,0,陈?,大学英语部,,
81023,20121055131,大学英语3,公共必修,3,0,陈?,大学英语部,,
81022,20121026017,口语与听力1,专业必修,3,0,赵怡芳,口腔医学院,,
81021,20121026017,口语与听力1,专业必修,3,0,赵怡芳,口腔医学院,,
81020,20121013022,微生物学实验,专业选修,1,0,彭方,生命科学学院,,
81019,20121013022,微生物学实验,专业选修,1,0,彭方,生命科学学院,,
81018,20121013114,生物学基础,专业选修,4,0,严雪,生命科学学院,,
81017,20121013114,生物学基础,专业选修,4,0,严雪,生命科学学院,,
81016,20121013116,生物学基础实验,专业选修,2,0,严雪,生命科学学院,,
81015,20112059038,有机化学C4,专业必修,4,0,侯安新,公共化学教学,,
81014,20112057052,大学物理C,专业必修,4,0,艾志伟,公共物理教学,,
81013,20112047117,数据统计分析,专业选修,2,0,滕冲,计算中心,,
81012,20112059050,医学有机化学实验C1,专业必修,1,0,熊英,公共化学教学,,
81011,20112057070,大学物理实验B,专业必修,1.5,0,冯辉,公共物理教学,,
81010,20111058066,思想道德修养和法律基础,公共必修,3,0,周志刚,公共政治教学,,
81009,20111025048,人体解剖学,专业必修,3.5,0,戴冀斌,医学院,,
81008,20111049013,大学语文,公共必修,2,0,孙疏影,公共文学教学,,
81007,20111056094,高等数学H,专业必修,4,0,何梓昌,公共数学教学,,
81006,20111047165,计算机基础,专业选修,2,0,孟德鸿,计算中心,,
81005,20111059019,无机及分析化学实验,专业必修,1.5,0,谢音,公共化学教学,,
81004,20111041046,军事理论,公共必修,1,0,吴忠国,军事教研室,,
81003,20111055277,大学英语1,公共必修,3,0,王萍,大学英语部,,
81002,20181005387,创业见习,专业必修,2,0,徐晓辉,经济与管理学院,,
81001,ck20182002012,日语阅读（2）,专业必修,3,0,章剑,外国语言文学学院,,
81000,ck20182002010,基础日语（2）,专业必修,6,0,章剑,外国语言文学学院,,
80999,ck20182002014,日语视听说（2）,专业必修,4,0,章剑,外国语言文学学院,,
80998,20183019002,专业调研,专业必修,2,0,王欣,城市设计学院,环境设计,
80997,20181005372,管理学,专业必修,4,0,刘学元,经济与管理学院,,
80996,20181005370,高等数学I,公共必修,4,0,马际华,经济与管理学院,,
80995,20181005368,微观经济学,专业必修,4,0,王胜,经济与管理学院,,
80994,20182054104,汉语综合II,公共基础必修,6,108,蒋惠民,国际教育学院,工商管理类国际班,
80993,20182005445,统计学,专业必修,4,72,陈植元,经济与管理学院,工商管理类国际班,
80992,20182005446,宏观经济学,专业必修,4,72,陈忠斌,经济与管理学院,工商管理类国际班,
80991,20182005443,《高等数学Ⅱ》,公共基础必修,4,72,马际华,经济与管理学院,工商管理类国际班,
80990,20183013026,野外实习,专业必修,2,0,汪小凡,生命科学学院,生物科学,
80989,20183004003,高级语言程序设计,专业必修,2,36,袁小群,信息管理学院,档案学,重修班，院208
80988,20182002160,辅修专业毕业论文,专业必修,5,0,章剑,外国语言文学学院,日语（双学位）,
80987,20183067001,游学实践,专业选修,0,0,陈云,基础医学院,基础医学,
80986,20182005367,工程施工技术与管理,专业必修,3,0,赖一飞,经济与管理学院,,
80985,20182005354,招投标与合同管理,专业必修,3,0,陈植元,经济与管理学院,,
80984,20182005366,工程估价,专业必修,3,54,郑君君,经济与管理学院,工程管理（双学位）,
80983,20182005374,辅修专业毕业论文,专业必修,5,0,戴宾,经济与管理学院,,
80982,20182005369,辅修专业毕业论文,专业必修,5,0,曾伏娥,经济与管理学院,市场营销（双学位）,
80981,20182006075,法律德语4,专业必修,2,32,熊琦,法学院,德语法学,
80980,ck20182002011,基础德语（2）,专业必修,6,108,徐琼星,外国语言文学学院,德语（双学位）,
80979,20182002150,辅修专业毕业论文,专业必修,5,0,张亘,外国语言文学学院,法语（双学位）,
80978,20182002157,中高级日语（1）,专业必修,6,108,韩永,外国语言文学学院,日语（双学位）,
80977,20182002159,日语视听说（3）,专业必修,2,36,曾丹,外国语言文学学院,日语（双学位）,
80976,20182002158,日语写作,专业必修,2,36,肖辉,外国语言文学学院,日语（双学位）,
80975,20183004005,Java程序设计（实验）,专业必修,1,0,谭学清,信息管理学院,电子商务,重修班，院206
80974,20183004004,Java程序设计,专业必修,2,36,谭学清,信息管理学院,电子商务,重修班，院206
80973,20183004019,信息资源获取与利用,专业必修,3,36,范昊,信息管理学院,信息管理与信息系统,重修课，在院342
80972,20183004002,信息管理与电子商务导论,专业必修,2,36,吴江,信息管理学院,电子商务,"重修班，院510,周四下午在院206"
80971,20182006082,模拟法庭,专业教育选修,2,36,南玉梅,法学院,法学,
80970,20182029087,欧洲文化史专题,专业选修,1,18,熊芳芳,历史学院,世界史,
80969,20182002165,辅修专业毕业论文,专业必修,5,0,左广明,外国语言文学学院,英语（双学位）,
80968,20182006080,法律德语2,专业必修,2,36,熊琦,法学院,德语法学,
80967,20183019012,参观综合实习,专业必修,1,0,张军,城市设计学院,城乡规划,
80966,20182016202,水利工程管理学,专业教育必修,2,32,石自堂,水利水电学院,农业水利工程,第七学期重修
80965,20183027003,生产劳动,专业选修,0,0,,药学院,生物制药,
80964,20182002164,高级英语,专业必修,4,72,赵红英,外国语言文学学院,英语（双学位）,
80963,20182002163,翻译,专业必修,3,54,官继慧,外国语言文学学院,英语（双学位）,
80962,20182002162,英语写作,专业必修,3,54,官继慧,外国语言文学学院,英语（双学位）,
80961,20183023001,Selected Topics in Remote Sensing and Information Engineering,专业选修,2,36,何涛,遥感信息工程学院,遥感科学与技术,定量遥感暑期培训班；香港理工大学交流课程
80960,20182002169,辅修专业毕业论文,专业必修,5,0,江承志,外国语言文学学院,翻译（双学位）,
80959,20182003117,媒介研究方法,专业必修,3,54,吴世文,新闻与传播学院,播音与主持艺术,补考课头
80958,20182034077,毕业论文,专业必修,6,0,向运华,政治与公共管理学院,政治学与行政学,
80957,20182034072,毕业实习,专业必修,2,0,陈柏奇,政治与公共管理学院,政治学与行政学,
80956,20183034002,毕业实习,专业必修,2,0,封永平,政治与公共管理学院,外交学,
80955,20183004001,信息管理与传播导论,专业必修,2,36,黄如花,信息管理学院,档案学,重修班，院401
80954,20183017010,电气工程设计,专业必修,0.5,0,田翠华,电气与自动化学院,电气工程及其自动化（卓越工程师）,蓝磊
80953,20182006010,国家司法考试制度与实训,专业选修,3,54,何荣功,法学院,法学,
80952,20182002189,毕业论文（双）,专业必修,5,0,包向飞,外国语言文学学院,德语法学,
80951,20182002155,德语写作,专业必修,2,36,张申威,外国语言文学学院,德语（双学位）,
80950,20182002154,德语视听说（3）,专业必修,2,36,袁力,外国语言文学学院,德语（双学位）,
80949,20182002153,德语报刊阅读,专业必修,2,36,包向飞,外国语言文学学院,德语（双学位）,
80948,20182002152,基础德语（3）,专业必修,6,108,张申威,外国语言文学学院,德语（双学位）,
80947,20183045011,密码学与区块链,专业选修,1,18,来学嘉,国家网络安全学院,信息安全,
80946,20183039002,临床技能学实验1,专业必修,1,0,万静,第二临床学院,临床医学（八）,
80945,20183039001,临床技能学1,专业必修,3,54,万静,第二临床学院,临床医学（八）,
80944,20183034001,毕业实习,专业必修,2,0,刘伟,政治与公共管理学院,政治学与行政学,
80943,20183016006,认识实习,专业必修,0.5,0,费文才,水利水电学院,水利水电工程（国际水利工程管理试验班）,马刚
80942,20183027005,设计性实验,专业必修,1,0,陈子林,药学院,生物制药,
80941,20182002188,基础德语（4）,专业必修,8,144,袁力,外国语言文学学院,德语法学,
