,id,identifier,name,course_type,credit,period,instructor,college,major,note
11833,73894,20181055545,大学英语1,公共必修,1.5,24,周晓川,大学英语部,临床医学(5+3),
11834,73893,20181055328,大学英语1,公共必修,1.5,24,李芳(大),大学英语部,会计学,
11835,73892,20181055440,大学英语1,公共必修,1.5,24,朱芳,大学英语部,土木类,
11836,73891,20181054070,汉语综合1,专业必修,4.0,64,蒋惠民,国际教育学院,软件工程（留学生班）,
11837,73890,20181021240,沟通艺术,专业必修,2.0,32,玄跻峰,计算机学院,软件工程（留学生班）,
11838,73889,20181021236,高等数学A1,专业必修,6.0,96,王玉林,计算机学院,软件工程（留学生班）,
11839,73888,20181021238,信息系统导论,专业必修,3.0,48,祝园园,计算机学院,软件工程（留学生班）,
11840,73887,20181021237,计算机系统导论,专业必修,3.0,48,谢榕,计算机学院,软件工程（留学生班）,
11841,73886,20181021239,C++程序设计,专业必修,3.0,32,国软外教6,计算机学院,软件工程（留学生班）,实验在原国软机房A4-2
11842,73885,20181055403,大学英语1,公共必修,1.5,24,阮琳,大学英语部,社会学类,
11843,73884,20181055499,大学英语1,公共必修,1.5,24,严琼,大学英语部,理科试验班（资源与环境类）,
11844,73883,20181055619,高级英语1,公共必修,1.5,24,张红梅,大学英语部,,
11845,73882,20181055365,大学英语1,公共必修,1.5,24,何博,大学英语部,法学,
11846,73881,20181055631,高级英语1,公共必修,1.5,24,文婷,大学英语部,,
11847,73880,sq20172005005,创业见习,专业必修,1.0,0,徐晓辉,经济与管理学院,,
11848,73879,20181005361,市场调研与分析方法,专业必修,1.0,18,曾伏娥,经济与管理学院,工商管理（自强创业班）,
11849,73878,20181005360,创业与法律,专业必修,1.0,18,曾咏梅,经济与管理学院,工商管理（自强创业班）,
11850,73877,20181005359,项目管理,专业必修,1.0,18,赖一飞,经济与管理学院,工商管理（自强创业班）,
11851,73876,20181005358,创业金融,专业必修,1.0,18,张东祥,经济与管理学院,工商管理（自强创业班）,
11852,73875,20181005357,新企业管理,专业必修,1.0,18,秦仪,经济与管理学院,工商管理（自强创业班）,
11853,73874,20181005356,商业伦理与社会责任,专业必修,1.0,18,李帅男,经济与管理学院,工商管理（自强创业班）,
11854,73873,20181055384,大学英语1,公共必修,1.5,24,任肖飞,大学英语部,心理学,
11855,73872,20181055358,大学英语1,公共必修,1.5,24,姚红艳,大学英语部,数学类,
11856,73871,20181040752,大众体育（初级）,公共必修,1.0,32,宁颂东,体育部,,梅园篮球场
11857,73870,20181055546,大学英语1,公共必修,1.5,24,唐汉群,大学英语部,临床医学(5+3),
11858,73869,20181055548,大学英语1,公共必修,1.5,24,郭懿,大学英语部,临床医学(5+3),
11859,73868,20181055425,大学英语1,公共必修,1.5,24,谢晓梅,大学英语部,工科试验班（动力与机械类）,
11860,73867,20181055366,大学英语1,公共必修,1.5,24,张涛,大学英语部,法学,
11861,73866,20181055370,大学英语1,公共必修,1.5,24,任肖飞,大学英语部,思想政治教育,
11862,73865,20181055419,大学英语1,公共必修,1.5,24,邓芳玲,大学英语部,工科试验班（动力与机械类）,
11863,73864,20181055367,大学英语1,公共必修,1.5,24,阮琳,大学英语部,法学,
11864,73863,20181055512,大学英语1,公共必修,1.5,24,刘玲,大学英语部,测绘类,
11865,73862,20181055517,大学英语1,公共必修,1.5,24,张明尧,大学英语部,测绘类,
11866,73861,20181055537,大学英语1,公共必修,1.5,24,周晓川,大学英语部,药学类,
11867,73860,20181055421,大学英语1,公共必修,1.5,24,吴春清,大学英语部,工科试验班（动力与机械类）,
11868,73859,20181055470,大学英语1,公共必修,1.5,24,邓劲,大学英语部,轻工类,
11869,73858,20181055476,大学英语1,公共必修,1.5,24,刘守斌,大学英语部,计算机类,
11870,73857,20181055350,大学英语1,公共必修,1.5,24,阮琳,大学英语部,化学类,
11871,73856,20181055608,高级英语1,公共必修,1.5,24,靳奇,大学英语部,,
11872,73855,20181055611,高级英语1,公共必修,1.5,24,张红梅,大学英语部,,
11873,73854,20181055504,大学英语1,公共必修,1.5,24,刘玲,大学英语部,理科试验班（资源与环境类）,
11874,73853,20181055434,大学英语1,公共必修,1.5,24,江景,大学英语部,土木类,
11875,73852,20181055624,高级英语1,公共必修,1.5,24,黄承英,大学英语部,,
11876,73851,20181101098,形势与政策3,公共必修,0.5,8,邬明建,形势与政策教育中心,物流管理,
11877,73850,20181101081,形势与政策3,公共必修,0.5,8,吴红波,形势与政策教育中心,软件工程（卓越工程师班）,
11878,73849,20181055513,大学英语1,公共必修,1.5,24,谢晓梅,大学英语部,测绘类,
11879,73848,20181055450,大学英语1,公共必修,1.5,24,朱芳,大学英语部,电气工程及其自动化,
11880,73847,20181055556,大学英语1,公共必修,1.5,24,黄春妮,大学英语部,临床医学类（五）,
11881,73846,20181055484,大学英语1,公共必修,1.5,24,何博,大学英语部,软件工程（卓越工程师班）,
11882,73845,20181055330,大学英语1,公共必修,1.5,24,夏静宇,大学英语部,财务管理,
11883,73844,20181055483,大学英语1,公共必修,1.5,24,邓劲,大学英语部,计算机科学与技术(卓越工程师),
11884,73843,20181055432,大学英语1,公共必修,1.5,24,赵玲,大学英语部,土木类,
11885,73842,20181055528,大学英语1,公共必修,1.5,24,李应清,大学英语部,电子信息类,
11886,73841,20181055395,大学英语1,公共必修,1.5,24,夏静宇,大学英语部,新闻传播学类,
11887,73840,20181055459,大学英语1,公共必修,1.5,24,鲁亚侠,大学英语部,建筑类,
11888,73839,20181055429,大学英语1,公共必修,1.5,24,任肖飞,大学英语部,工科试验班（动力与机械类）,
11889,73838,20181055630,高级英语1,公共必修,1.5,24,袁筱玲,大学英语部,,
11890,73837,20181055613,高级英语1,公共必修,1.5,24,付颀斐,大学英语部,,
11891,73836,20181055628,高级英语1,公共必修,1.5,24,文婷,大学英语部,,
11892,73835,20181055351,大学英语1,公共必修,1.5,24,任肖飞,大学英语部,化学类,
11893,73834,20181055469,大学英语1,公共必修,1.5,24,张明尧,大学英语部,轻工类,
11894,73833,20181040763,大众体育（初级）,公共必修,1.0,32,余汉明,体育部,,梅园篮球场
11895,73832,20181055542,大学英语1,公共必修,1.5,24,唐汉群,大学英语部,公共卫生与预防医学类,
11896,73831,20181055519,大学英语1,公共必修,1.5,24,刘守斌,大学英语部,测绘类,
11897,73830,20181055396,大学英语1,公共必修,1.5,24,张鸿,大学英语部,新闻传播学类,
11898,73829,20181055472,大学英语1,公共必修,1.5,24,何发兵,大学英语部,计算机类,
11899,73828,20181055612,高级英语1,公共必修,1.5,24,靳奇,大学英语部,,
11900,73827,20181055360,大学英语1,公共必修,1.5,24,张鸿,大学英语部,生物科学类,
11901,73826,20181055489,大学英语1,公共必修,1.5,24,喻士贵,大学英语部,遥感科学与技术,
11902,73825,20181055317,大学英语1,公共必修,1.5,24,张鸿,大学英语部,财政学,
11903,73824,20181055491,大学英语1,公共必修,1.5,24,彭志军,大学英语部,遥感科学与技术,
11904,73823,20181055442,大学英语1,公共必修,1.5,24,赵玲,大学英语部,电气工程及其自动化,
11905,73822,20181055318,大学英语1,公共必修,1.5,24,李芳(大),大学英语部,金融学,
11906,73821,20181055493,大学英语1,公共必修,1.5,24,黄磊,大学英语部,遥感科学与技术,
11907,73820,20181055492,大学英语1,公共必修,1.5,24,李榕,大学英语部,遥感科学与技术,
11908,73819,20181040753,大众体育（初级）,公共必修,1.0,32,胡卫兵,体育部,,梅园篮球场
11909,73818,20181055401,大学英语1,公共必修,1.5,24,吴春清,大学英语部,历史学类,
11910,73817,20181055461,大学英语1,公共必修,1.5,24,何发兵,大学英语部,计算机类,
11911,73816,20181055324,大学英语1,公共必修,1.5,24,蔡小容,大学英语部,工商管理,
11912,73815,20181055523,大学英语1,公共必修,1.5,24,何发兵,大学英语部,电子信息类,
11913,73814,20181040754,大众体育（初级）,公共必修,1.0,32,董一凡,体育部,,梅园篮球场
11914,73813,20181055525,大学英语1,公共必修,1.5,24,黄磊,大学英语部,电子信息类,
11915,73812,20181055408,大学英语1,公共必修,1.5,24,吴春清,大学英语部,水利类,
11916,73811,20181055478,大学英语1,公共必修,1.5,24,严琼,大学英语部,计算机类,
11917,73810,20181029065,中国社会史,公共选修,3.0,48,杨国安,历史学院,,
11918,73809,20181055422,大学英语1,公共必修,1.5,24,鲁亚侠,大学英语部,工科试验班（动力与机械类）,
11919,73808,20181055635,高级英语1,公共必修,1.5,24,史霁,大学英语部,,
11920,73807,20181055449,大学英语1,公共必修,1.5,24,卢醒春,大学英语部,电气工程及其自动化,
11921,73806,20181040748,大众体育（初级）,公共必修,1.0,32,刘涛,体育部,,梅园篮球场
11922,73805,20181055466,大学英语1,公共必修,1.5,24,陶峻,大学英语部,计算机类,
11923,73804,20181055443,大学英语1,公共必修,1.5,24,邓芳玲,大学英语部,电气工程及其自动化,
11924,73803,20181055448,大学英语1,公共必修,1.5,24,邓长慧,大学英语部,电气工程及其自动化,
11925,73802,20181055337,大学英语1,公共必修,1.5,24,蔡小容,大学英语部,物理学类,
11926,73801,20181055447,大学英语1,公共必修,1.5,24,庞晓兰,大学英语部,电气工程及其自动化,
11927,73800,20181055460,大学英语1,公共必修,1.5,24,庞晓兰,大学英语部,建筑类,
11928,73799,20181055532,大学英语1,公共必修,1.5,24,喻士贵,大学英语部,电子信息类,
11929,73798,20181055399,大学英语1,公共必修,1.5,24,邓劲,大学英语部,播音与主持艺术,
11930,73797,20181055413,大学英语1,公共必修,1.5,24,卢醒春,大学英语部,水利类,
11931,73796,20181055462,大学英语1,公共必修,1.5,24,陈洁,大学英语部,计算机类,
11932,73795,20181055341,大学英语1,公共必修,1.5,24,姚红艳,大学英语部,物理学类,
11933,73794,20181057133,大学物理实验B,专业必修,1.5,0,周肇俊,公共物理教学,土木工程,上课地点：2区8教学楼东边2、3楼物理实验室
11934,73793,20181055518,大学英语1,公共必修,1.5,24,严琼,大学英语部,测绘类,
11935,73792,20181055372,大学英语1,公共必修,1.5,24,王慧敏,大学英语部,社会科学试验班（信息管理类）,
11936,73791,20181031039,世界华文文学经典研读,专业选修,2.0,36,张晶,文学院,汉语国际教育,
11937,73790,20181055349,大学英语1,公共必修,1.5,24,张涛,大学英语部,化学类,
11938,73789,20181055514,大学英语1,公共必修,1.5,24,李应清,大学英语部,测绘类,
11939,73788,20181055314,大学英语1,公共必修,1.5,24,蔡小容,大学英语部,经济学基地班,
11940,73787,20181055436,大学英语1,公共必修,1.5,24,鲁亚侠,大学英语部,土木类,
11941,73786,20181055424,大学英语1,公共必修,1.5,24,邓长慧,大学英语部,工科试验班（动力与机械类）,
11942,73785,20181055473,大学英语1,公共必修,1.5,24,陈洁,大学英语部,计算机类,
11943,73784,20181055464,大学英语1,公共必修,1.5,24,刘玲,大学英语部,计算机类,
11944,73783,20181055439,大学英语1,公共必修,1.5,24,谢晓梅,大学英语部,土木类,
11945,73782,20181055356,大学英语1,公共必修,1.5,24,夏静宇,大学英语部,数学类,
11946,73781,20181055468,大学英语1,公共必修,1.5,24,喻士贵,大学英语部,计算机类,
11947,73780,20181055497,大学英语1,公共必修,1.5,24,刘守斌,大学英语部,理科试验班（资源与环境类）,
11948,73779,20181055616,高级英语1,公共必修,1.5,24,付颀斐,大学英语部,,
11949,73778,20181055543,大学英语1,公共必修,1.5,24,黄春妮,大学英语部,公共卫生与预防医学类,
11950,73777,20181055321,大学英语1,公共必修,1.5,24,甘艳萍,大学英语部,保险学,
11951,73776,20181055415,大学英语1,公共必修,1.5,24,阮琳,大学英语部,水利类,
11952,73775,20181055615,高级英语1,公共必修,1.5,24,张红梅,大学英语部,,
11953,73774,20181055607,高级英语1,公共必修,1.5,24,张红梅,大学英语部,,
11954,73773,20181055373,大学英语1,公共必修,1.5,24,甘艳萍,大学英语部,社会科学试验班（信息管理类）,
11955,73772,20181055526,大学英语1,公共必修,1.5,24,刘玲,大学英语部,电子信息类,
11956,73771,20181055428,大学英语1,公共必修,1.5,24,阮琳,大学英语部,工科试验班（动力与机械类）,
11957,73770,20181055604,高级英语1,公共必修,1.5,24,张红梅,大学英语部,,
11958,73769,20181055533,大学英语1,公共必修,1.5,24,陶峻,大学英语部,电子信息类,
11959,73768,20181055316,大学英语1,公共必修,1.5,24,姚红艳,大学英语部,财政学,
11960,73767,20181055500,大学英语1,公共必修,1.5,24,喻士贵,大学英语部,理科试验班（资源与环境类）,
11961,73766,20181055319,大学英语1,公共必修,1.5,24,夏静宇,大学英语部,金融学,
11962,73765,20181055357,大学英语1,公共必修,1.5,24,李芳(大),大学英语部,数学类,
11963,73764,20181055338,大学英语1,公共必修,1.5,24,陈艳（大）,大学英语部,物理学类,
11964,73763,20181055516,大学英语1,公共必修,1.5,24,赵玲,大学英语部,测绘类,
11965,73762,20181055445,大学英语1,公共必修,1.5,24,吴春清,大学英语部,电气工程及其自动化,
11966,73761,20181055634,高级英语1,公共必修,1.5,24,文婷,大学英语部,,
11967,73760,20181055555,大学英语1,公共必修,1.5,24,郭懿,大学英语部,临床医学类（五）,
11968,73759,20181055389,大学英语1,公共必修,1.5,24,王慧敏,大学英语部,中国语言文学类,
11969,73758,20181055320,大学英语1,公共必修,1.5,24,张利平,大学英语部,保险学,
11970,73757,20181055446,大学英语1,公共必修,1.5,24,鲁亚侠,大学英语部,电气工程及其自动化,
11971,73756,20181055633,高级英语1,公共必修,1.5,24,袁筱玲,大学英语部,,
11972,73755,20181055529,大学英语1,公共必修,1.5,24,朱芳,大学英语部,电子信息类,
11973,73754,20181055362,大学英语1,公共必修,1.5,24,王明月,大学英语部,生物科学类,
11974,73753,20181055347,大学英语1,公共必修,1.5,24,邓劲,大学英语部,化学类,
11975,73752,20181055435,大学英语1,公共必修,1.5,24,吴春清,大学英语部,土木类,
11976,73751,20181055632,高级英语1,公共必修,1.5,24,史霁,大学英语部,,
11977,73750,20181055498,大学英语1,公共必修,1.5,24,陶峻,大学英语部,理科试验班（资源与环境类）,
11978,73749,20181055541,大学英语1,公共必修,1.5,24,周晓川,大学英语部,公共卫生与预防医学类,
11979,73748,20181055315,大学英语1,公共必修,1.5,24,陈艳（大）,大学英语部,国际经济与贸易,
11980,73747,20181055477,大学英语1,公共必修,1.5,24,陶峻,大学英语部,计算机类,
11981,73746,20181055550,大学英语1,公共必修,1.5,24,唐汉群,大学英语部,临床医学（八）,
11982,73745,20181055480,大学英语1,公共必修,1.5,24,张明尧,大学英语部,计算机类,
11983,73744,20181055503,大学英语1,公共必修,1.5,24,李榕,大学英语部,理科试验班（资源与环境类）,
11984,73743,20181055406,大学英语1,公共必修,1.5,24,邓芳玲,大学英语部,水利类,
11985,73742,20181055412,大学英语1,公共必修,1.5,24,谢晓梅,大学英语部,水利类,
11986,73741,20181055625,高级英语1,公共必修,1.5,24,黄承英,大学英语部,,
11987,73740,20181055386,大学英语1,公共必修,1.5,24,邓长慧,大学英语部,哲学类,
11988,73739,20181055394,大学英语1,公共必修,1.5,24,王明月,大学英语部,新闻传播学类,
11989,73738,20181055602,高级英语1,公共必修,1.5,24,唐军俊,大学英语部,,
11990,73737,20181055361,大学英语1,公共必修,1.5,24,张利平,大学英语部,生物科学类,
11991,73736,20181055426,大学英语1,公共必修,1.5,24,卢醒春,大学英语部,工科试验班（动力与机械类）,
11992,73735,20181055547,大学英语1,公共必修,1.5,24,黄春妮,大学英语部,临床医学(5+3),
11993,73734,20181055346,大学英语1,公共必修,1.5,24,王明月,大学英语部,化学类,
11994,73733,20181055339,大学英语1,公共必修,1.5,24,甘艳萍,大学英语部,物理学类,
11995,73732,20181055475,大学英语1,公共必修,1.5,24,刘玲,大学英语部,计算机类,
11996,73731,20181055444,大学英语1,公共必修,1.5,24,江景,大学英语部,电气工程及其自动化,
11997,73730,20181055348,大学英语1,公共必修,1.5,24,何博,大学英语部,化学类,
11998,73729,20181055487,大学英语1,公共必修,1.5,24,陶峻,大学英语部,遥感科学与技术,
11999,73728,20181055474,大学英语1,公共必修,1.5,24,黄磊,大学英语部,计算机类,
12000,73727,20181055610,高级英语1,公共必修,1.5,24,唐军俊,大学英语部,,
12001,73726,20181055515,大学英语1,公共必修,1.5,24,朱芳,大学英语部,测绘类,
12002,73725,20181055427,大学英语1,公共必修,1.5,24,李应清,大学英语部,工科试验班（动力与机械类）,
12003,73724,20181055463,大学英语1,公共必修,1.5,24,黄磊,大学英语部,计算机类,
12004,73723,20181055343,大学英语1,公共必修,1.5,24,张利平,大学英语部,物理学类,
12005,73722,20181055479,大学英语1,公共必修,1.5,24,喻士贵,大学英语部,计算机类,
12006,73721,20172042024,社会实践,专业必修,5.0,0,杨林清,马克思主义学院,,
12007,73720,20172042025,社会科学研究方法论,专业必修,2.0,0,张乾元,马克思主义学院,,
12008,73719,20172042026,价值观教育与当代社会思潮评析,专业必修,2.0,0,杨军,马克思主义学院,,
12009,73718,20172042023,时事政治前沿专题4,专业必修,1.0,0,杨林清,马克思主义学院,,
12010,73717,20181042016,毕业论文,专业必修,5.0,0,,马克思主义学院,思想政治教育（双学位）,
12011,73716,20181042015,思想政治教育原理与方法,专业必修,3.0,54,熊建生,马克思主义学院,思想政治教育（双学位）,
12012,73715,20181055544,大学英语1,公共必修,1.5,24,郭懿,大学英语部,护理学,
12013,73714,20181055485,大学英语1,公共必修,1.5,24,王明月,大学英语部,软件工程（卓越工程师班）,
12014,73713,20181055322,大学英语1,公共必修,1.5,24,张涛,大学英语部,金融工程,
12015,73712,20181055380,大学英语1,公共必修,1.5,24,蔡小容,大学英语部,公共管理类,
12016,73711,20181055502,大学英语1,公共必修,1.5,24,彭志军,大学英语部,理科试验班（资源与环境类）,
12017,73710,20181055540,大学英语1,公共必修,1.5,24,郭懿,大学英语部,基础医学,
12018,73709,20181055501,大学英语1,公共必修,1.5,24,张明尧,大学英语部,理科试验班（资源与环境类）,
12019,73708,20181055390,大学英语1,公共必修,1.5,24,甘艳萍,大学英语部,中国语言文学类,
12020,73707,20181055325,大学英语1,公共必修,1.5,24,陈艳（大）,大学英语部,工商管理,
12021,73706,20181055451,大学英语1,公共必修,1.5,24,李应清,大学英语部,电气工程及其自动化,
12022,73705,20181055342,大学英语1,公共必修,1.5,24,张鸿,大学英语部,物理学类,
12023,73704,20181055505,大学英语1,公共必修,1.5,24,陈洁,大学英语部,理科试验班（资源与环境类）,
12024,73703,20181055621,高级英语1,公共必修,1.5,24,黄承英,大学英语部,,
12025,73702,20181055414,大学英语1,公共必修,1.5,24,李应清,大学英语部,水利类,
12026,73701,20181055618,高级英语1,公共必修,1.5,24,唐军俊,大学英语部,,
12027,73700,20181055617,高级英语1,公共必修,1.5,24,黄承英,大学英语部,,
12028,73699,20172042021,时事政治前沿专题1,专业必修,1.0,0,杨林清,马克思主义学院,,
12029,73698,20172042022,时事政治前沿专题2,专业必修,1.0,0,杨林清,马克思主义学院,,
12030,73697,20162042027,社会工作与青年工作,专业必修,2.0,0,代茜,马克思主义学院,,
12031,73696,20172042020,马克思主义政治经济学,专业必修,3.0,0,杨虹,马克思主义学院,,
12032,73695,20181055603,高级英语1,公共必修,1.5,24,靳奇,大学英语部,,
12033,73694,20181055638,高级英语1,公共必修,1.5,24,史霁,大学英语部,,
12034,73693,20181055606,高级英语1,公共必修,1.5,24,唐军俊,大学英语部,,
12035,73692,20181055609,高级英语1,公共必修,1.5,24,付颀斐,大学英语部,,
12036,73691,20181055605,高级英语1,公共必修,1.5,24,靳奇,大学英语部,,
12037,73690,20181055640,高级英语1,公共必修,1.5,24,文婷,大学英语部,,
12038,73689,20181055629,高级英语1,公共必修,1.5,24,史霁,大学英语部,,
12039,73688,20181055637,高级英语1,公共必修,1.5,24,文婷,大学英语部,,
12040,73687,20181055626,高级英语1,公共必修,1.5,24,史霁,大学英语部,,
12041,73686,20181056147,高等数学C1,公共必修,4.0,72,钟六一,公共数学教学,汉语言,
12042,73685,20181040766,体育保健1,公共必修,1.0,0,林军,体育部,,工学部艺体房
12043,73684,20181003106,新闻报道专题,专业必修,3.0,54,司景新,新闻与传播学院,新闻学（双学位）,最后一周考试
12044,73683,20181003108,特稿写作,专业必修,3.0,54,张?尹,新闻与传播学院,新闻学（双学位）,最后一周考试
12045,73682,20181003107,广播电视概论,专业必修,2.0,36,刘建明,新闻与传播学院,新闻学（双学位）,最后一周考试
12046,73681,20181003109,大众传播理论,专业必修,3.0,54,侯晓艳,新闻与传播学院,新闻学（双学位）,最后一周考试
12047,73680,20181002194,德语视听（1）,专业必修,2.0,36,朱范,外国语言文学学院,德语法学,
12048,73679,20181006076,法律德语1,专业必修,2.0,36,熊琦,法学院,德语法学,
12049,73678,20181002192,德语口语（1）,专业必修,2.0,36,朱范,外国语言文学学院,德语法学,
12050,73677,20181002190,基础德语（1）,专业必修,8.0,144,朱范,外国语言文学学院,德语法学,
12051,73676,20181101110,形势与政策3,公共必修,0.5,8,王华,形势与政策教育中心,电子商务,
12052,73675,ck20171038002,临床外科学,专业必修,3.5,0,刘修恒,第一临床学院,,
12053,73674,20181057138,大学物理实验B,专业必修,1.5,0,周肇俊,公共物理教学,给排水科学与工程,
12054,73673,20181012119,仪器分析实验,专业必修,2.0,0,龚晓艳,化学与分子科学学院,应用化学,
12055,73672,20181011059,信息光学,专业选修,3.0,54,杨奕,物理科学与技术学院,材料物理,
12056,73671,20181101023,形势与政策3,公共必修,0.5,9,雷起宏,形势与政策教育中心,环境工程,
12057,73670,20181040764,大众体育（初级）,公共必修,1.0,32,胡卫兵,体育部,,梅园篮球场
12058,73669,20181029064,国际关系史,公共选修,3.0,48,刘晓莉,历史学院,,
12059,73668,20181101013,形势与政策3,公共必修,0.5,9,邢涛,形势与政策教育中心,劳动与社会保障,
12060,73667,20181040762,艺术体操（初级）,公共必修,1.0,32,雷虹,体育部,,风雨馆
12061,73666,20181040140,体育,公共必修,1.0,0,,体育部,汉语言,
12062,73665,20181101020,形势与政策3,公共必修,0.5,9,雷起宏,形势与政策教育中心,地理科学,17级合并在信息学部莱卡厅上课
12063,73664,20181040765,大众体育（初级）,公共必修,1.0,32,余汉明,体育部,,梅园篮球场
12064,73663,20181021300,计算机导论,公共选修,3.0,36,林馥,计算机学院,信息安全,
12065,73662,20181040757,大众体育（初级）,公共必修,1.0,32,宁颂东,体育部,,梅园篮球场
12066,73661,20181034070,新生研讨专题,专业选修,1.0,16,丁煌,政治与公共管理学院,公共管理类,
12067,73660,20181034071,新生研讨专题,专业选修,1.0,16,张星久,政治与公共管理学院,政治学类,
12068,73659,20181056154,高等数学D,公共选修,4.0,64,朱朗峰,公共数学教学,政治学类,
12069,73658,20181101164,形势与政策1,公共必修,0.5,8,邢涛,形势与政策教育中心,政治学类,
12070,73657,20181058237,思想道德修养与法律基础,公共必修,3.0,48,金筱萍,公共政治教学,政治学类,
12071,73656,20181047029,计算机基础,公共选修,2.0,32,蒋华,计算中心,政治学类,
12072,73655,20181101050,形势与政策3,公共必修,0.5,9,王中全,形势与政策教育中心,测绘工程（卓越工程师班）,
12073,73654,20181059038,化工基础实验B,专业必修,1.0,0,黄驰,公共化学教学,能源化学工程,
12074,73653,20181021245,物联网导论,专业选修,1.0,16,牛晓光,计算机学院,软件工程（卓越工程师班）,
12075,73652,20181021244,软件技术基础,专业选修,3.0,40,张昀,计算机学院,软件工程（卓越工程师班）,
12076,73651,20181021243,认知过程的信息处理,专业选修,1.0,16,蔡恒进,计算机学院,软件工程（卓越工程师班）,
12077,73650,20181021241,计算机科学导论,专业必修,1.5,16,林馥,计算机学院,软件工程（卓越工程师班）,
12078,73649,20181021242,电路与电子学基础,专业选修,3.0,40,蔡贤涛,计算机学院,软件工程（卓越工程师班）,
12079,73648,20181056136,高等数学B1,公共必修,5.0,80,王孝礼,公共数学教学,软件工程（卓越工程师班）,
12080,73647,20181106043,人文社科经典导引,公共必修,2.0,32,刁莉,通识教育中心,软件工程（卓越工程师班）,
12081,73646,20181101186,形势与政策1,公共必修,0.5,8,吴红波,形势与政策教育中心,软件工程（卓越工程师班）,
12082,73645,20181058168,思想道德修养与法律基础,公共必修,3.0,48,李玲,公共政治教学,软件工程（卓越工程师班）,
12083,73644,20181059102,基础化学实验C,公共选修,1.5,0,谢敏,公共化学教学,口腔医学(五),
12084,73643,20181056153,高等数学D,公共选修,4.0,64,朱安强,公共数学教学,公共管理类,
12085,73642,20181047027,计算机基础,公共选修,2.0,32,陈萍,计算中心,公共管理类,
12086,73641,20181049006,大学语文,公共选修,2.0,32,胡春润,公共文学教学,公共管理类,周一下午
12087,73640,20181101163,形势与政策1,公共必修,0.5,8,邢涛,形势与政策教育中心,公共管理类,
12088,73639,20181002182,英语听说与思辨,专业必修,3.0,48,张东燕,外国语言文学学院,英语,
12089,73638,20181012037,化工基础实验,专业必修,1.5,0,黄驰,化学与分子科学学院,应用化学(化学生物学),
12090,73637,20181021262,物联网导论,专业选修,1.0,16,牛晓光,计算机学院,计算机类,
12091,73636,20181021258,软件技术基础,专业选修,3.0,40,张昀,计算机学院,计算机类,
12092,73635,20181021246,电路与电子学基础,专业选修,3.0,40,叶刚,计算机学院,计算机类,
12093,73634,20181056103,高等数学B1,公共必修,5.0,80,王孝礼,公共数学教学,计算机科学与技术(卓越工程师),
12094,73633,20181021267,计算机导论,公共选修,3.0,32,张锡宁,计算机学院,计算机科学与技术(卓越工程师),
12095,73632,20181058167,思想道德修养与法律基础,公共必修,3.0,48,李玲,公共政治教学,计算机科学与技术(卓越工程师),
12096,73631,20181106042,人文社科经典导引,公共必修,2.0,32,杨云飞,通识教育中心,计算机科学与技术(卓越工程师),
12097,73630,20181101185,形势与政策1,公共必修,0.5,8,吴红波,形势与政策教育中心,计算机科学与技术(卓越工程师),
12098,73629,20181021264,物联网导论,专业选修,1.0,16,杜博,计算机学院,计算机类,
12099,73628,20181021252,计算机科学导论,专业必修,1.5,16,张锡宁,计算机学院,计算机类,
12100,73627,20181021260,软件技术基础,专业选修,3.0,40,王?,计算机学院,计算机类,
12101,73626,20181021256,认知过程的信息处理,专业选修,1.0,16,丁立新,计算机学院,计算机类,
12102,73625,20181021248,电路与电子学基础,专业选修,3.0,40,王晓晨,计算机学院,计算机类,
12103,73624,20181101184,形势与政策1,公共必修,0.5,8,吴红波,形势与政策教育中心,计算机类,在院学术报告厅上课
12104,73623,20181021265,物联网导论,专业选修,1.0,16,武小平,计算机学院,计算机类,
12105,73622,20181021261,软件技术基础,专业选修,3.0,40,王?,计算机学院,计算机类,
12106,73621,20181021257,认知过程的信息处理,专业选修,1.0,16,丁立新,计算机学院,计算机类,
12107,73620,20181021253,计算机科学导论,专业必修,1.5,16,苏科华,计算机学院,计算机类,
12108,73619,20181021249,电路与电子学基础,专业选修,3.0,40,唐学兵,计算机学院,计算机类,
12109,73618,20181021263,物联网导论,专业选修,1.0,16,武小平,计算机学院,计算机类,
12110,73617,20181021255,认知过程的信息处理,专业选修,1.0,16,吴志健,计算机学院,计算机类,
12111,73616,20181021247,电路与电子学基础,专业选修,3.0,40,唐学兵,计算机学院,计算机类,
12112,73615,ck20172025004,基础综合考试,专业必修,0.5,0,韩莉,医学院,,
12113,73614,20181101076,形势与政策3,公共必修,0.5,9,孙燕,形势与政策教育中心,日语,
12114,73613,20181101072,形势与政策3,公共必修,0.5,9,方萍,形势与政策教育中心,计算机科学与技术,
12115,73612,20181054111,中国概况,公共必修,2.0,36,蒋惠民,国际教育学院,经济学类国际班,
12116,73611,ck20172017003,电力系统分析,专业必修,2.0,0,柯德平,电气工程学院,,
12117,73610,20181101039,形势与政策3,公共必修,0.5,9,匡松,形势与政策教育中心,建筑学（中英班）,
12118,73609,20181012136,环境化学,专业必修,2.0,32,吴峰,资源与环境科学学院,工科试验班,
12119,73608,20181064044,工程制图,专业必修,2.0,32,孙宇宁,工程图学中心,工科试验班,
12120,73607,20181012157,化学实验安全技术,专业选修,1.0,16,黄驰,化学与分子科学学院,理科试验班类,
